date,city,state,shape,comments
2002-09-19,San Francisco,CA,Fireball,"while light, very high in the outh eastern sky on horizontal or slightly upward trajectory. white flare behind it - conical shaped. mov"
2002-09-19,Palo Alto,CA,Other,"white light and gaseous tail  resembling a comet tracking through upper atmosphere, which exploded like a firework"
2002-09-19,Rancho Santa Margarita,CA,Unknown,"Object leaves illuminated cloudlike spiralling path in the night sky, before disappearing"
2002-09-19,Redding,CA,Light,bright white light in evening sky with cone shaped tail exploded and vanished.
2002-09-19,Santa Clara,CA,Sphere,UNKNOWN SPACE DEBRIS TRAVELING NORTH WITH A VERY LARGE CONE SHAPE VAPOR TRAIL
2002-09-19,Hollister,CA,Unknown,"I was following a contrail which was not the usual contrail, it had a very robust signature and a glowing aspect to it. It was heading"
2002-09-19,Hollister,CA,Fireball,"looked like a single landing light with a vapor trail that grew and grew till it was 8 to 10 times the size of the object, then with a"
2002-09-19,Duarte,CA,Other,Missle Launch?
2002-09-19,Tahoe City,CA,Sphere,it looked like a comet streaking through the sky.  cool.
2002-09-19,Santa Clara,CA,Light,"An extremely bright round light in the sky about 10 degrees from the zenith, was observed shortly after dusk. The diameter and height o"
2002-09-19,Capitola,CA,Cone,An object that looked like a  bright white circle with a cone shaped tail flew with an irregular flight pattern and then disappeared.
2002-09-19,Lemoore,CA,Light,UFO???
2002-09-19,Winnetka,CA,Triangle,5 objects in the Eastern San Fernando Valley sky.
2002-09-17,Chowchilla,CA,Unknown,two lights changing places in the sky
2002-09-16,Brea,CA,Disk,Silver craft followed by an odd flash
2002-09-16,San Marcos,CA,Changing,Captured on film 9/16/02 Southern California Sky
2002-09-16,Ontario,CA,Light,"Three ""lights"" in the sky at the base of Mt. Baldy."
2002-09-11,San Luis Obispo,CA,Light,"MY WIFE AND I WERE CAMPING AT LAKE NACIMENTO IN SAN LUIS COUNTY,, IT WAS 22:00 APROX.  WE WERE LOOKING NORTH NORTH EAST ,, NO MOON,,.."
2002-09-10,Coronado,CA,Light,"A bright, 3-4"" in diameter light moving in a circle, changing directions and turning into two eyes focussing on me!"
2002-09-10,Mount Shasta (near),CA,Light,Mount Shasta light phenomena observed in brightly lit meadow in broad daylight for 5 minutes
2002-09-10,Grover Beach,CA,Light,light over south san luis obispo county septmeber 10
2002-09-08,Pomona,CA,Circle,"5-6 red circles, stationary."
2002-09-07,Elk Grove,CA,Light,Red / Orange light in a fixed position
2002-09-06,Central California,CA,Other,"a kind of a core that was not translucent, but it seemed as though the outer edges resembled a hazy rainbow of color"
2002-09-04,Upland,CA,Diamond,"As these were too far away to determine the shape of them they just looked like stars only with blinking red, white & green lights.  At"
2002-09-03,Cathedral City,CA,Changing,"Two white translucent ""jellyfish"" objects repeatedly change shape; 5-10 thousand feet high in blue afternoon sky 60-90 Minutes."
2002-09-02,Lodi,CA,Chevron,Two large groupings sighted in NE and E part of the sky outside of Lodi/Stockton California
2002-09-02,San Bernandino,CA,Sphere,FUOR  UNOWN AIR CRAFTS  FLYING OVER SAN BERNANDINO  BEUATIFUL BUT SCARY
2002-09-01,Sacramento,CA,Light,"Sept. 1, 2002  4 am  at Sacramento, CA ....At 4am my dog started barking so I got up to see what was going on. On my way back in I glan"
2002-08-31,Kern river,CA,Cigar,Upon developing film from labor day weekend I had noticed something on the photo in which I had not noticed when taking the picture of
2002-08-31,Santa Cruz,CA,Sphere,"Almost translucent sphere travelling at high speed/altitude across Santa Cruz, CA during the day."
2002-08-31,Compton,CA,Triangle,two boomerang shaped objects seen east in sky followed by a square light.
2002-08-29,Camarillo,CA,Other,"Driving on 101 south in Camarillo my two Daughters started yelling for me to look out of the window, saw a large grey plane appeared to"
2002-08-28,Upland,CA,Rectangle,Wing shaped object made no sound
2002-08-27,Victorville,CA,Light,Yellow point of light with no marker lights that initially was seen moving and then remained stationary for over 3 hours.
2002-08-25,Chualar,CA,Egg,I WAS DRIVING HOME FROM SALINAS VALLEY TO CHUALAR WHEN I SAW AN EGG SHAPED OBJECT THAT GLOWED BABY BLUE IN THE DARK OPEN SKY. I WAS IN
2002-08-24,Sacramento,CA,Unknown,Very bright Orange Pulsing Light Suddenly Vanishes in Skies Near Sacramento
2002-08-22,Ontario,CA,Changing,"OBJECT HOVERING ABOUT 2 HOURS, CHANGING SHAPE, NEWS WAS CALLED, POLICE WERE CALLED"
2002-08-18,"Bakersfield (1-30, North of)",CA,Cigar,"Long, cigar shaped objects flying very low, doing manuevers that earthly aircraft can't do.  Disppeared into thin air."
2002-08-16,"Coalinga (near, on south I-5)",CA,Triangle,triangular object with 3 huge spotlights chasing our vehicle on the freeway
2002-08-15,Coalinga (just outside of),CA,Light,3 bright lights swooping by the freeway in a figure-of-eight-type pattern.
2002-08-15,Gaviota and Lompoc (between),CA,Light,"Bright white low-flying ""light"" fades to green and then fades out."
2002-08-15,Sonora,CA,Other,Red and Yellow lights moving in erratic patterns
2002-08-14,Ojai,CA,Other,"A ship that glowed an emence blue with a long blue streak, about the size of a truck, and spead at about 6 g's."
2002-08-13,Beverly Hills,CA,Cylinder,it was a long round cylindrical object and it just stayed in the sky for an hour and started moving north towards orange county. it was
2002-08-13,Pleasanton,CA,Circle,Observed V formation of 10 objects flying from SE to NW over Pleasanton CA
2002-08-12,Ludlow,CA,Oval,it wasnt a mylar ballon !!
2002-08-12,Concord,CA,Other,I watched the object the skys had a real quite still sense other have seen this same object but different times
2002-08-11,Weldon,CA,Triangle,soft green glowing object seen 40 miles west of Edwards AFB
2002-08-11,San Rafael,CA,Light,A light similar to Venus increasing in intensity and velocity and then disappearing East into the night.
2002-08-10,Santa Cruz,CA,Diamond,"We saw a soundless, dimly-lit, fast gliding craft at midnight that was unlike any aircraft known."
2002-08-10,San Diego,CA,Rectangle,WE WERE ON THE DECK AND SAW A BRIGHT LIGHT
2002-08-10,Studio City,CA,Disk,Our first UFO sighting together
2002-08-10,San Pedro/Long Beach,CA,Cylinder,EXPLANATION FOR A SIGHTING OR TWO
2002-08-10,Redding,CA,Unknown,Odd moving lights (multiples) seen on two seperate nights
2002-08-10,Gaviota,CA,Light,"On August 10, 2002, I was camping with my family and we were watching for falling stars on a clear night.  We noticed a star like objec"
2002-08-09,Martinez,CA,Flash,bright streak in the sky
2002-08-07,Petaluma,CA,Light,looked like a flickering planet but a little larger than the largest thats visable to the naked eye.
2002-08-06,Riverside,CA,Changing,"Witness is retired from a career as an inspector with a defense contractor, and is in the habit of paying close attention to detail.  I"
2002-08-06,Ahwahnee,CA,Light,Three lights in triangular formation
2002-08-05,Petaluma/Sausalito,CA,Flash,Two white flashes light up Northern California sky
2002-08-04,Hollywood,CA,Sphere,"4 people saw 5 objects in the late afternoon forming a distinctive hovering pattern 20 to 30 thousand feet above Hollywood, CA."
2002-08-03,Whittier,CA,Unknown,Three UFO's cat fight then fly off
2002-08-03,Chula Vista,CA,Formation,"V Shaped Formation of White,Cross-like Objects Observed in Chula Vista, California"
2002-08-02,Camarillo,CA,Other,"Unbelievable craft observed at low altitude over Camarillo, CA."
2002-08-01,Rancho Santa Fe,CA,Triangle,2 triangles at 500 feet
2002-08-01,Livermore,CA,Disk,"simple silver disk, moved at amazing speeds"
2002-07-29,West Los Angeles,CA,Sphere,"Bright sphere little larger than a star moving north to south across West Los Angeles 9:50 PM July 29, 2002"
2002-07-29,Santa Cruz,CA,Unknown,I was on the beach and there was a red light in the sky. It was perfectely still for a very long time and then it sarted to move vertic
2002-07-28,Goleta,CA,Unknown,3 bright objects in triangle formation seen moving across the night time sky near Goleta Ca. at Refugio Beach Campground 11:30pm
2002-07-28,Inglewood,CA,Unknown,"10-15 lights around sun down.  One blinking, all moving slowing across the sky.  Possibly satellites, don' t know."
2002-07-27,Simi Valley,CA,Oval,"faint yellowish color. Edges appeared to be vibrating I first noticed it near overhead. It was moving east steadily.

It disappeared"
2002-07-27,Wilmington,CA,Rectangle,Two Billboard Crafts fly over yard party moments apart then turning and riseing out of site over LAX air space
2002-07-26,Mojave,CA,Light,very bright light blinked out 1000 ft over Edwards Air Force Base.
2002-07-25,Galt,CA,Diamond,It was diamond shape with three or four lights that change color every few minutes.
2002-07-23,Reseda,CA,Triangle,My husband and I were bringing in the trash cans and I was looking out at the northwest sky and saw a cluster of red and blue lights wi
2002-07-23,Exeter,CA,Triangle,red lit triangle
2002-07-23,Avalon,CA,Triangle,"Very, very, big slow flying Triangle with flasing red lights covering the outside edge of each of the two wings that made up the Triang"
2002-07-23,Avalon,CA,Formation,Triangle shaped light formation seen over Catalina Island by many people.
2002-07-23,Sequoia National Park,CA,Triangle,V shaped aircraft at Sequoia National Park.
2002-07-23,Marina del Rey,CA,Chevron,Multiple rotating red beacons attending main jet-like craft without evident connection to superstructure...
2002-07-23,Santa Monica,CA,Triangle,ROUGHLY AROUND 10:15 PM WIFE WITH NUMBEROUSE WITNESSES SAW SIMILAR SIGHTING AS THE PHOENIX LIGHTS.SHE GOES ON TO DESCRIBE HOW SHE SAW I
2002-07-23,Avalon,CA,Triangle,Triangle.
2002-07-23,Valencia,CA,Unknown,"Eight objects flying in a modified V formation; seven smaller objects all with one red light, white light on larger object"
2002-07-23,West Hills,CA,Formation,"Chevron/triangle formation of lights (central white, trailing red flashing) travelling north-south over San Fernando Valley; silent"
2002-07-23,Los Angeles,CA,Changing,"By now, I have read a number of accounts from others who witnessed what I did this night. (I am reporting this over one year following"
2002-07-23,West Hills,CA,Formation,"Uneven ""V"" formation of white and red lights, trailing ones flashing red, with trail extending over time of a minute or two."
2002-07-23,Tehachapi,CA,Other,"A wide arc shaped object with redish and white blinking lights traveled north to south over Tehachapi, CA at 10PM, on 7/23."
2002-07-23,Los Angeles,CA,Chevron,"A large chevron shape of red twinkling lights slowly moving across the sky in the Mid-City area of Los Angeles, CA"
2002-07-23,Kernville,CA,Chevron,Chevron Shaped vehicle with blinking red lights
2002-07-20,Dorrington,CA,Light,Golf ball sized object shoots across sky.
2002-07-20,San Jose,CA,Other,Amber wedge shaped object with a companion object.
2002-07-20,Anaheim,CA,Teardrop,"One object , bell shapes, was observed at approximately 2130 to 2138 It came from the south and at changing speeds moved across the sky"
2002-07-19,Montgomery Creek,CA,Orb,"Number of extremely large red orbs seen on the distant mountain range, moving all over mountains with incredible speed."
2002-07-19,Van Nuys,CA,Disk,7/19/02 at 11:35 A.M. I saw a flat slivery object with no wings climb the southwesten sky going notrheast.
2002-07-18,Mill Valley,CA,Orb,"Wedge-shaped group of multiple amber lights enter field of vision of binoculars, dart about, interact with aircraft."
2002-07-15,Hughson,CA,Light,Last year Mid summer I was in my front lawn in the evening at bouts 11:30 PM. I was looking at the stars directly at 12:00 high. I noti
2002-07-14,Modesto,CA,Changing,rectangular light changed colors to half circle as well as shape in eastern sky from northern California
2002-07-14,Avenal,CA,Light,"SEEMS LIKE A STAR,BUT MOVING UP &DOWN ,ZIGGAED,CRAZY MOVEMENT WITH FLASHING GREEN,BLUE,RED, &WHITE FLASHING LIGHTS."
2002-07-10,Corona,CA,Light,Flying light object observed flying in a precise motion in the Northern sky
2002-07-10,Big Sur,CA,Unknown,Hot wind followed by bright light.
2002-07-10,Hercules,CA,Cigar,Cigar-shaped UFO witnessed by a group being chased down by Military Jets at a high speeds.  ((anonymous report))
2002-07-09,Modesto,CA,Light,"Four Fighter jets chasing a bright light in Modesto, CA"
2002-07-07,Tehachapi Pass HWY 58,CA,Rectangle,HEADED EAST ON HWY 58 JUST APROACHING TEHACHAPI PASS CRYSTLE CLEAR AFTERNOON ABOUT 1/2 MILE FROM WINDFARM ON THE PASS WITH THE SUN TO M
2002-07-06,Yreka,CA,Sphere,"Two very large, very bright lights arcing across the horizon in succession..."
2002-07-06,Cloverdale,CA,Other,a ufo in the sky at night
2002-07-06,Napa,CA,Fireball,it looked like a slug on fire in the sky
2002-07-06,Clearlake,CA,Fireball,Fire ball object at high altitude heading north to south over Lake County California .
2002-07-05,Capitola,CA,Chevron,"A wing shaped, lightly glowing (smoky white) thing  flying out towards the Montery Bay each night for 2 nights in a row."
2002-07-04,Murrieta,CA,Light,"Erraticly wandering star-like object travels from north to south at a consistent, slow pace"
2002-07-04,Vista,CA,Unknown,Floating lamplike UFO
2002-07-04,San Bernardino,CA,Unknown,Flash of halogen-quality light on fast moving object
2002-07-03,"Fresno (Merced, more than one)",CA,Triangle,A machine with amazing lights that can swoop to ground level and go dangerously fast.
2002-07-03,San Diego,CA,Cone,this was the freakest min. of my life ever i am never going outside by my shelf ever again
2002-07-02,Los Angeles,CA,Unknown,Unexplainable Jet noise in the LA sky
2002-07-01,Napa,CA,Changing,"The object appeared to be rectangular with fire under it, then rose very high and appeared round and on fire."
2002-07-01,Rohnert Park,CA,Changing,CHANGING FIGURE  AND LOTS OF COLORS
2002-07-01,San Jose,CA,Circle,"Cloud form moving with intent, providing cover for multiple circular lights as they passed over a city"
2002-06-30,Thousand Palms,CA,Other,"Warships, Surveillance Apparatus in Óur Skies from Twenty Nine Palms Airforce Base"
2002-06-30,Lakeside,CA,Triangle,"I witnessed a black triangle craft that appeared over Rattle Snake Mtn. at my workplace in Santee, Ca., probably in 2001 or 2002."
2002-06-29,Napa,CA,Orb,"UFO's over Napa, Ca. sky."
2002-06-29,Los Angeles,CA,Cone,upon looking at a orange colerd coneshape object slowly moving west to south around 3:45AM
2002-06-29,Martinez,CA,Oval,"Large glowing ovoid descends rapidly west of Martinez, California."
2002-06-27,Sacramento,CA,Light,A bright green light crossed the sky horzontally at a very fast speed.  It appeared and moved faster than anything I have seen.  It was
2002-06-26,Plantation (northern coast),CA,Light,"Three star-like lights on/in the pacific ocean, one took off and disappeared at about 150 MPH, the others vanished."
2002-06-24,Walnut Creek,CA,Unknown,Bright moving object high in the sky.  Changed intensity as it moved.
2002-06-24,Laguna Niguel,CA,Rectangle,A brief experience with a reflective surface in the sky.
2002-06-23,Woodland Hills-Canoga Park,CA,Light,"I had 2 previous sightings back east, but this was the most incredible thing I've seen in my 47 years."
2002-06-23,Claremont,CA,Cigar,"Two distant three-sectioned cigar-shaped white UFOs observed for half an hour, one of them approached by an apparent jet."
2002-06-23,Northridge,CA,Changing,I saw an object that reminded me of a stone skipping in the sky everytime it bounced it got higher and faster.
2002-06-21,Visalia,CA,Changing,round like changed shape from round to flat shiny silver in color
2002-06-21,Avenal,CA,Unknown,UFO at Lemoore NAS exit off I5 in CA.
2002-06-20,Los Angeles,CA,Other,Seperating Red Flashing Sphere with Lighting Speed
2002-06-18,Paradise,CA,Light,"I saw a pulsating light , marrow white in color traveling north to south around 2300 hours"
2002-06-18,San Jose,CA,Circle,TOO MUCH ACTIVITY OVER NOTHERN CAL. SAN JOSE
2002-06-18,Encino,CA,Triangle,Craft with 3 faint rectangle lights over Los Angeles
2002-06-17,Paradise,CA,Formation,There were three steady star blue lights in a triangular formation traveling from north to south before midnight
2002-06-15,Corona,CA,Fireball,saw redish orange fireball moving very slow in up and down motion in corona ca.2002 wuold stop for a while and keep moving
2002-06-15,El Toro,CA,Other,Standing at O'neill Reg. park. Facing the top of Saddleback Mtn.Object hung above to the right tip of mountain peak for about 15 min. W
2002-06-14,Glendale,CA,Disk,metallic saucer in broad daylight floating near verdugo mountains in glendale/los angeles area
2002-06-13,Los Angeles (knottsberry farm area),CA,Changing,"I WAS TRAVELING FROM SACRAMENTO CALIF,..TO SAN DIEGO CALIF.( HWY. # 5 )  IT WAS ALMOST MIDNIGHT ON THURSDAY , THE 13TH OF JUNE, 2002.(A"
2002-06-13,Hayward,CA,Circle,"My kids and I witnessed a round black object in the sky, that moved drastically at night with unbelievable disbelief."
2002-06-13,Hayward,CA,Unknown,"HBCCUFO CANADIAN REPORT:  Object video tapes, darted in and out of the clouds."
2002-06-11,Sacramento,CA,Light,My cousin and I saw a light that looked like a star that moved very fast accross the sky and then disappeared.
2002-06-10,Camp Pendleton,CA,Light,TRAINED OBSERVER SPOTS SUPICIOUS OBJECT IN OR AROUND CAMP PENDLETON AIR SPACE.
2002-06-10,Ventura,CA,Triangle,"I was outside late monday night, having a cigarette. standing in my backyard , looking at the stars. suddenly , what i can only describ"
2002-06-09,Joshua Tree National Park,CA,Flash,green flash lights up desert sky
2002-06-08,Sacramento,CA,Other,"its a rectangle and half circle on top shaped, the rectangle side has flashing white ""windows"" it flashed across randomly one by one ""w"
2002-06-08,Gilroy,CA,Triangle,"TRIANGLE FORMATION OF FUZZY SOFT WHITE LIGHTS 150' FEET OFF GROUND FAST, QUIET!"
2002-06-08,Gilroy,CA,Triangle,Triangular Craft in Gilroy California
2002-06-07,Chatsworth,CA,Disk,"It was a large, round, very shiny with little black jets and a small dome on top.  It was rotating and it made no sound at all."
2002-06-06,Holtville,CA,Light,unusual lights in the sky
2002-06-06,Fresno,CA,Triangle,"Triangle shape moving slowly approximately 600 feet to the southeast moving southwest over Fresno.  Brilliant red lights flashing, fain"
2002-06-06,Mount Whitney,CA,Formation,strange light formation in sky above mount whitney in broad daylight!
2002-06-06,Concord,CA,Other,Chrome orbs size of a basket ball moving from 0mph to speed of ?at about 10 thousand feet up.
2002-06-06,Tuttle Creek/Lone Pine,CA,Triangle,"It was about 1000 feet up, and and it didn't make any sound."
2002-06-06,Bakersfield,CA,Circle,A saucer flew over the roof of my car several times.  ((anonymous report))
2002-06-06,Hanford,CA,Cylinder,cylindrical shaped and changes colors
2002-06-05,S.M,CA,Sphere,UFo's Extraterrestrial visits?
2002-06-05,Encinitas,CA,Rectangle,A massive 2 football field sized low flying UFO slowly & silently sailed over us & out over the ocean as we were taking a walk
2002-06-04,Hayward/Castro Valley,CA,Diamond,Blue and White lights over Castro Valley and Hayward California
2002-05-31,Pico Rivera,CA,Light,On the evening my daughter and witnessed two orange flying objects and one released a orange balls of  light to earth that faded.
2002-05-29,Stanislaus National Forest,CA,Teardrop,Three satallite-like formation of lights in night sky forming the shape of a triangle
2002-05-29,Rubicon Trail,CA,Triangle,Triangle fades into a tear in space
2002-05-28,Strathmore/lLndsay,CA,Changing,Large Carft sighted in Strathmore/Lindsay Calif. in May 2002 with large panel lights.
2002-05-28,Bakersfield,CA,Unknown,Observed two lights moving fast and near miss to aircraft
2002-05-28,Manhattan Beach,CA,Disk,"Silver flying saucer floats, then wobbles then speeds away at lightspeed becoming a pinpoint of orange light."
2002-05-27,Ojai,CA,Sphere,"While walking South to Besant Meadow with a dark sky, before Moon rise, bright sphere in east became very bright , then dimmed as it mo"
2002-05-27,Ojai,CA,Light,"My girlfriend and I took an evening walk, saw a brilliant stationary object which suddenly began to move outward and vanished."
2002-05-26,Ventura,CA,Disk,Me and my friend were not on any drugs or alcahol
2002-05-25,Lake Isabella,CA,Light,4 pinpoint lights in the sky that looked like satellites but exhibited unusual movements not characteristic with satellites.
2002-05-25,Ventura,CA,Light,Light moving in the sky then dissappears
2002-05-25,Angels Camp,CA,Sphere,Mothlike craft over angels camp CA
2002-05-23,Sacramento,CA,Unknown,15 black dots making formations and staying in the same spot for 15 minutes
2002-05-22,Somis,CA,Disk,"On May 22,2002 I was leaving my job at Spearament Rhino and as I was walking to my  car I noticed a strange light hovering over it a fe"
2002-05-22,Encinitas,CA,Diamond,huge bright object dropping toward the ocean or horizon?
2002-05-22,Ventura,CA,Fireball,It was like 2 fire balls circling the sky
2002-05-22,Oxnard,CA,Disk,"bright,disk in the clear sky"
2002-05-22,Ventura,CA,Circle,"A hovering saucer is sighted on Lake Havasu, Ariz at night.

I was sitting on my porch and I saw a great big circle of lights in the"
2002-05-21,Ventura,CA,Sphere,UFO seen shining bright light onto a jail
2002-05-21,Camarillo (Rural),CA,Triangle,"The craft made two passes by my location, i got a good look at it, i beleieve to have been taken onboard for a short time."
2002-05-21,Oxnard,CA,Diamond,Oxnard sighting of duel colored craft
2002-05-20,Ventura,CA,Cone,It was amazing
2002-05-20,Camarillo,CA,Disk,A flying saucer with many lights (some colored) was seen from my house at 1:30 AM.
2002-05-19,Camarillo,CA,Sphere,Liquid craft steals time
2002-05-18,Ventura,CA,Teardrop,"Bright green, teardrop shaped UFO!!!"
2002-05-18,Aptos,CA,Formation,"7 unidentified aircraft speeding across the night sky and leaving no trace (vapor-trail, sonic boom)"
2002-05-17,Ventura,CA,Cone,An unidentified object floats above the western sky and then vanishes only leaving a smokey trail behind.
2002-05-15,Walnut Creek,CA,Orb,"One orb, followed by a jet, followed, in turn, by another orb. I am not certain exactly when this happened."
2002-05-15,Hesperia,CA,Diamond,"Glowing red, shaped like a diamond."
2002-05-15,Capitola,CA,Triangle,Small triangle with two props 3 feet from each wing tip and perfectly quiet at a low altitude.
2002-05-15,Monterey/Seaside,CA,Light,I saw this big bright light on the road comming from Los Angeles to Monterey california
2002-05-14,Arroyo Grande,CA,Light,on central coast of cali june 14th 2002  9pm  bright star colerd light fades  and red colered light does wierd stuff at 11pm
2002-05-13,Alhambra,CA,Other,"This craft was NOT unidentified.  It was in fact a P-2 Orion used primarily as an electronic intelligence gathering craft.

What I fo"
2002-05-13,Los Angeles,CA,Oval,"Stationary star-like object suddenly moving for a period of time, then disappearing or stopping.

It was a Moters day Party and alot"
2002-05-12,Long Beach,CA,Fireball,"Fast moving orange sky jumping, spark trail, disappearing, reappearing flying object on 5/12/02, 22:00-22:14pm"
2002-05-11,Oxnard,CA,Oval,"I was in the park one night. I go here every night with my friends. It was just like every other night but most people went in early, w"
2002-05-11,San Jose,CA,Circle,"Green object in San Jose, CA"
2002-05-10,San Diego,CA,Triangle,Huge Triangle shaped object with amber lights at each point on the underside moving slowly over freeway
2002-05-09,Los Angeles,CA,Light,Lights Over Hollywood
2002-05-08,Los Angeles,CA,Cigar,Low Flying Cigar shaped object with no lights at night followed by helicopter(s)
2002-05-07,San Francisco,CA,Changing,"Strange, hovering light in the San Francisco night sky - 5/7/02"
2002-05-07,Albany,CA,Chevron,Silent chevron shaped craft flying low over Northern California
2002-05-06,Sanger,CA,Circle,((address deleted))
2002-05-06,Lake Elsinore,CA,Fireball,"I saw lights in the sky, after a while they disapeared into the dark stary sky."
2002-05-04,Apple Valley,CA,Other,The object was turning I could se a visible trail or tail when it vanished from the sky.
2002-05-04,Oak Glen,CA,Light,object with shower of sparks flying level across the horizon
2002-05-04,Santa Ynez,CA,Fireball,classic Shuttle reentry sighting. sounding like a lift-off.Two visuals and three who heard object reentry.
2002-05-02,Torrance,CA,Chevron,"Saw four lights moving in a chevron formation moving VERY fast, east to west through cloudless sky making no sound whatsoever."
2002-04-27,Benicia,CA,Cigar,I saw something in the sky...like I have never seen before.  My family and I were coming out of a local pizza parlor and had just enter
2002-04-25,San Jose,CA,Circle,"very small spheres, three one frame flashes at equal time and distance intervals"
2002-04-24,Bellflower,CA,Orb,"red floating, swaying light orb thing- asceding into the sky reverse of a falling feather and much slower"
2002-04-22,Escondido,CA,Circle,IT APPEARED OUT OF NOWHERE AND TOOK OFF AT INCREDIBLE SPEED!
2002-04-21,Lancaster,CA,Circle,Looking at the moon which was visible during the day I noticed a white dot approaching the moon east to west. At first I thought it was
2002-04-19,Folsom,CA,Triangle,"Triangular shape over Folsom, CA"
2002-04-19,Lakeside,CA,Triangle,"Massive, silent, triangular craft that flew slowly overhead (NO LIGHTS)."
2002-04-18,Santa Cruz,CA,Triangle,"I saw a black triangular aircraft flying at an altitude between 300 - 500 feet - it was HUGE (bigger than  any plane I've ever seen), c"
2002-04-18,Whittier,CA,Light,bright light that hovered forward/backward and side to side.
2002-04-17,Fresno,CA,Disk,Horizontal lights appear connected   and moving at high altitude and high rate of speed Fresno CA
2002-04-17,Sebastopol,CA,Light,"two ""star-like"" objects traveling in parallel"
2002-04-17,San Jose,CA,Circle,"Looked like very bright stars over San Jose Ca, but stars don't float that fast across the sky!"
2002-04-17,Long Beach,CA,Light,Two fast movers over L.A.
2002-04-17,Oxnard,CA,Light,"On Wednesday April 17, 2002 I had just returned home from attending a Centennial Committee meeting that had finished at Oxnard City Hal"
2002-04-17,Needles,CA,Circle,"I was driving west on I40, west of Needles, CA. about 3:30 am.  There were many semi trucks on the road who probably saw this, too.  It"
2002-04-15,Imperial,CA,Light,Lights along the desert mountains
2002-04-13,Palm Springs,CA,Formation,"on april 13, 2002, at 10 pm against a clear, starry nite, i observed a formation flying east to west above my home...very large formati"
2002-04-07,San Diego,CA,Light,Bright Stationary Object off Ocean Beach San Diego
2002-04-03,Sacramento,CA,Other,"About 9:30 P.M., 4/3/02,  a large Y shaped, lighted object  hovered south of Sacramento and west of CA Hwy 99 for about 45 minutes."
2002-04-03,Fremont,CA,Triangle,"I SAW A TRIANGLER  OBJECT OR CRAFT IN THE SKY, FLYING TOWARDS THE BIG DIPPER."
2002-04-02,Lookout,CA,Circle,"It was above the cemetary, you could see the circular shape of it and it was spinning. There were white and blue lights on it they woul"
2002-03-31,Windsor,CA,Fireball,Glowing Balls of fire 3 Large and 16 small in the sky
2002-03-31,San Dimas,CA,Disk,UFO over Lake
2002-03-30,San Bernardino,CA,Oval,Orange/red craft appears over backyard 2 obejects ejected from it then pulses and disappears. Twice!
2002-03-30,Martinez Lake,CA,Sphere,5 Dancing Spheres
2002-03-29,Bakersfield (I-5 north of),CA,Triangle,"large triangle shaped object with 3 bright lights on front on I-5 north of bakersfield,ca"
2002-03-29,Bakersfield (1 hour north of),CA,Diamond,triangle shaped object off of I5 California 3/29/02
2002-03-29,Farmersville,CA,Light,Observed bright light traveling rapidly northwest to northeast.
2002-03-29,Apple Valley,CA,Chevron,Reflected Impulse in desert sky.
2002-03-28,Rocklin,CA,Light,Light seen over Auburn Ca.
2002-03-25,El Cerrito,CA,Light,"green light of varying intensity, speed and direction"
2002-03-22,Oxnard,CA,Light,fading light
2002-03-21,San Anselmo,CA,Chevron,"""V"" pattern over hill came towards me, zig-zagged slowly and then ""flew"" away very quickly"
2002-03-21,Los Angeles,CA,Oval,I was able to capture video of the object over the ocean in the Santa Monica area.
2002-03-20,San Bernardino,CA,Light,Three very large triangular widely separated lights in the sky which formed a triangular pattern.
2002-03-19,Hayward,CA,Fireball,"Fast, bright and low flying UFO seen over Hayward, CA."
2002-03-19,Pacifica,CA,Fireball,Green-white intense light darting horizontally across the clear evening sky.
2002-03-18,Mountain View,CA,Flash,"very sharp, very bright, intense green light - moved like a meteor"
2002-03-18,Santa Monica,CA,Cylinder,"Clear day cylinder UFO caught on tape over Santa Monica , California."
2002-03-18,Santa Monica,CA,Cylinder,Daytime UFO over Santa Monica Ca.
2002-03-17,San Jose,CA,Flash,"Very low, very long, metor-like flash across sky"
2002-03-15,Los Angeles,CA,Fireball,"Hello, I am a recent engineering graduate from USC. I  live near University of Southern California (USC).  I  witnessed a very strange"
2002-03-15,La Quinta,CA,Other,Strange jet-trail-like thing sighted over mountains
2002-03-14,Clear Lake,CA,Cigar,"ON MARCH 14 2O15 AT EXACTLY 4:37 TILL 4:40 , IN CLEAR LAKE CA .

DIRECTLY DUE EAST ,FROM MY LOCATION, WHICH IS DIRECTLY ON THE SOUTH"
2002-03-14,On my way to petaluma ca . From novato ca,CA,Triangle,Huge black triangle ship. It had no fuel burners or made noise it sat over me for like 2 min
2002-03-12,Gilroy,CA,Other,TWO IMAGES TAKEN  4 MINUTES APART  CONTAINING  A SEMI-TRANSPARENT  FLAT OBJECT WITH 5  BLUE LIGHTS.
2002-03-11,Sacramento,CA,Other,picture of police copter and two ufos.
2002-03-11,Rialto,CA,Circle,they changed color.
2002-03-06,Burney,CA,Egg,"Captured on video a very bright, fast moving  and color changing object."
2002-03-05,Los Angeles,CA,Changing,The sighting was over West Hollywood/Beverly Hills area. We video taped the whole sighting with a news camera. The first UFO was a whit
2002-03-03,El Segundo,CA,Sphere,silver  sphere over refinery by LAX
2002-03-02,Redwood Valley,CA,Unknown,"White light, blinking red lights, it moved all directions, hoovered for 40 mins. there was no sound then it slowly moved away and faded"
