date,city,state,shape,comments
2014-12-13,Hemet,CA,Other,redish glowing object with visible bow shock streaking through night sky
2014-12-13,El Cajon,CA,Circle,"Bright, solid white object high in the sky would move slow and dart up and down; then disappeared"
2014-12-12,Palm springs,CA,Diamond,"The big, fast spacecraft glares in the sky but then disappeared in the clouds 5 min later lights we're moving in the clounds"
2014-12-12,Redondo Beach,CA,Chevron,"Large bright red object flying at an even pace, leaving an enormous slender fluorescent-blue crescent wake. Seemed like it was skimming"
2014-12-12,Lakewood,CA,Changing,Red streak moving across the sky.
2014-12-12,Los Angeles,CA,Unknown,Thought it was an airplane taking off but the angle went to far up and across the LA valley.  ((NUFORC Note:  Missile launch.  PD))
2014-12-12,Sherman Oaks,CA,Other,"Orange and yellow ball shaped flying object changes rapidly while moving over Sherman Oaks, California."
2014-12-12,Riverside,CA,Other,Friend's phone call leads to mutual sighting of object with odd 'plume'.
2014-12-12,Summerland,CA,Changing,Craft with tail moving through the sky appeared to have a force field.  ((NUFORC Note:  Atlas V rocket launch.  PD))
2014-12-12,San Fernando Valley,CA,Circle,"Glowing trail behind object, trail dies, becomes semi circle, disappears.  ((NUFORC Note:  Atlas V missile launch.  PD))"
2014-12-12,Anaheim,CA,Chevron,That it was big and a different shape that disappeared before our eyes.  ((NUFORC Note:  Atlas V missile launch.  PD))
2014-12-12,Los Angeles,CA,Orb,Red star like orb with a visible shockwave that dissipated then reapeared as a red circular  orb of light before dissipating completly.
2014-12-10,National City,CA,Triangle,"I had a sighting on 12-10-14 in National City, California.  It was a perfect triangle covered with lights across the whole bottom.  It"
2014-12-10,National City (Palm Ave.),CA,Triangle,I am resending this as I did not state that the triangle was only about 100 feet overhead and that this event happened on Palm Ave.  On
2014-12-10,Yucaipa,CA,Disk,"Glowing saucer dome shape on top and bottom with lights on top of doom flashing, grey metallic color."
2014-12-09,Mission Viejo,CA,Fireball,"Vibrant, blue/purple fireball hovering and spanning across the night sky in Mission Viejo."
2014-12-08,Mission Viejo (headed towards),CA,Circle,DETAIL IN THE ZOOM of a bright round fast moving object  (might show glimpse of the propulsion of these objects) SOUTH ORANGE COUNTY CA
2014-12-07,Palmdale,CA,Oval,"Oval-shaped aircraft with red and white lights, making a distinct buzzing sound, hovers over the Palmdale, CA, desert for 10 min.."
2014-12-07,Simi Valley,CA,Sphere,A black round object flew across the sky in day time from East to West in Simi Valley.
2014-12-07,Montclair,CA,Other,"Creepy reddish orange floating eye,(light)!"
2014-12-07,Los Gatos,CA,Oval,A very bright oval shape object seen early in the morning while driving on highway 17.And then vanished!
2014-12-07,Santa Rosa,CA,Orb,"Three white, multi-faceted, pulsing orbs form a triangle."
2014-12-04,Spring Valley,CA,Triangle,I saw a triangle.
2014-12-04,Westchester,CA,Sphere,Three bright white spheres.
2014-11-30,San Diego,CA,Light,Neon blue light with a smaller reddish part moving faster than the incoming jets and making erratic turns.
2014-11-30,Los Angeles,CA,Sphere,Dark Gray Metallic Sphere Flying at Constant Speed across LA
2014-11-27,Santa Barbara County,CA,Orb,White orb appeared then flashed twice then moved quickly across the sky.
2014-11-27,Oxnard,CA,Orb,Orange planet orb.
2014-11-27,Lennox,CA,Fireball,((HOAX??))  Three orange fireballs in the sky.  They were shifting from side to side at first.
2014-11-27,Sonoma,CA,Light,A powerful blue beam of light 20-30 miles long at least with a very slow rotation. It was not coming from the ground.
2014-11-27,Glendale,CA,Teardrop,"TWO ""RED FLAME WITH YELLOW CENTER"" TEAR-DROP SHAPED CRAFTS -BURBANK, CA."
2014-11-27,Potter Valley,CA,Formation,"5 reddish/orange lights moved slowly towards viewers, then turned north and faded out."
2014-11-26,San Diego,CA,Other,Ribbon like object flies across the San Diego skyline.
2014-11-26,Lancaster,CA,Fireball,Fireball beamed me.
2014-11-24,Los Angeles,CA,Light,Two rapidly blinking red lights in the west at dusk over Los Angeles.
2014-11-24,Rohnert Park,CA,Circle,Lights inside lights.
2014-11-23,Riverside,CA,Triangle,A triangular object with 5 bright lights.
2014-11-23,Santa Maria,CA,Changing,"Bright flamelike silent flame-like object seen over central coast of California,"
2014-11-23,Play Vista/Marina del Rey,CA,Fireball,Bright white ball with tail.
2014-11-22,Orange,CA,Fireball,"Three orange-red fireballs, coming from horizon and following upward-right trajectory then fading away, one appearing after the other"
2014-11-22,Rancho Santa Margarita,CA,Changing,((HOAX??))  It was an spiraling object.
2014-11-21,Hidden Valley,CA,Fireball,Strange large fireball... not moving and then disappearing.
2014-11-21,Roseville,CA,Fireball,"Fireball in northern sky near Roseville, CA."
2014-11-20,Torrance,CA,Oval,Red balloon-like orb traveling at a high rate of speed.
2014-11-20,Salinas,CA,Fireball,"Four glowing orbs over Salinas, CA."
2014-11-19,Woodlake,CA,Flash,They have move very slow and still flashing.
2014-11-19,Duarte,CA,Orb,Three flickering red and yellow orbs.
2014-11-19,Rancho Bernardo,CA,Sphere,Small black sphere the size of a soccer ball with colorfull flashing lights ascends into the sky and disappears.
2014-11-19,Grover Beach,CA,Light,"Three orange lights forming a triangle 2 people saw them, moveing east to west calif, central coast."
2014-11-18,El Cerrito,CA,Triangle,"Triangular craft hovering, then drove off."
2014-11-18,Los Alamitos,CA,Unknown,"Hovering orange-red object drops small glowing red balls, then changes into asymetrical object."
2014-11-16,Stockton,CA,Disk,Flying saucers seen in Stockton.
2014-11-16,North Sacramento,CA,Unknown,Red star life formation seemed to glide left to right in a downward motion for just a short distance then shot left and disappeared and
2014-11-15,La Puente,CA,Circle,The object omitted red and green lights.
2014-11-15,Oxnard,CA,Orb,"4 red lights/orbs over Oxnard, California."
2014-11-15,Santee,CA,Other,Blobs of fire falling from sky.
2014-11-14,Folsom,CA,Other,Object spotted overhead moving quickly from east to west with three linear non-flashing lights.
2014-11-14,Vallejo,CA,Orb,Bright orange orb in the sky.
2014-11-14,San Mateo,CA,Other,"A new scooter shaped aircraft like something from the Jetsons, but more likea hemi police bike."
2014-11-14,Fairfield,CA,Other,Curtain-shaped object shimmering/pulsating for 45 minutes.  Southern sky.  Seen by two people.
2014-11-13,Menifee,CA,Changing,"Most unusual yellowish brown shape I've ever seen, moved extremely odd, then vanished"
2014-11-13,Pico Rivera,CA,Triangle,"Red, and White flashing lights flying over Pico Rivera, Ca"
2014-11-13,Norwalk,CA,Orb,"3 witnesses reported 2 speeding helicopters chasing a white orb northbound over Norwalk, CA."
2014-11-10,Anaheim,CA,Oval,"Bright, Fast, and Red."
2014-11-10,Madera,CA,Oval,"3 red oval object seen flying thru sky in Madera, CA."
2014-11-08,La Quinta,CA,Triangle,Large black triangle 1 round light in each corner moving silently across evening sky.
2014-11-08,Capitola,CA,Cigar,"Ribbon Shaped object high in Atmosphere with metallic highly reflective ends, beam seen in one picture visible."
2014-11-07,Irvine,CA,Sphere,"Large round red ball, approx 200 ft. diameter. Observed descending slowly behind a nearby hill, 7/8 obscured by hill when seen. Then di"
2014-11-06,Needles,CA,Fireball,"Unknown falling object in Needles, CA."
2014-11-05,Chino Hills,CA,Fireball,Small fire orange fireball…
2014-11-05,Anderson,CA,Oval,I saw a whole fleet of white and beautiful UFO orbs. There was one other witness. I summoned them.
2014-11-04,Rohnert Park,CA,Light,8 floating lights.
2014-11-04,Tarzana,CA,Oval,Looked like an aluminum stadium like a blimp that was light up and just hovered then vanished
2014-11-03,Canyon Lake,CA,Fireball,Walked outside to take trash out.  I saw above my neighbor's house 2 bright orange balls moving together slowly one in front of the oth
2014-11-03,Oxnard,CA,Orb,Nighttime BIG orange glowing orb sphere that slowly disappeared into the ocean.
2014-11-02,Oakland,CA,Oval,Glowing flame like red object.
2014-11-02,Venice,CA,Chevron,2 objects - both 5-7 lighst each in a chevron shape - flying slowly with no noise - three times faster than a DJI drone
2014-11-01,Simi Valley,CA,Fireball,Red fireball floating in sky.
2014-11-01,San Diego,CA,Teardrop,"Blue/green light changed to white, and then red.  Made hairpin 90 degree turns without slowing down."
2014-10-31,Escalon,CA,Disk,"Saucer-shaped object tilting to the left with white glowing ring around it in 1st pic, 2nd pic (seconds after) craft was gone."
2014-10-30,Brawley,CA,Light,The light was traveling very fast and had no tail behind it.
2014-10-30,Los Angeles,CA,Flash,UFO FLEET OVER LOS ANGELES 10/30/14.
2014-10-29,Oceanside,CA,Circle,Red/Orange lights in the sky.
2014-10-29,Sacramento,CA,Orb,About 12 noon I saw a bright orb from my front yard about 5 thousand feet above the south end of executive airport in Sacramento/
2014-10-28,Lancaster,CA,Flash,Orange flash in lancaster sky.
2014-10-26,San Jose,CA,Oval,6 Red Oval UFO flying over my house.
2014-10-25,Fresno,CA,Formation,"Formation of colored lights hovering for 2 hours with swirling greenish orb lights/ FRESNO, CALIFORNIA"
2014-10-25,Apple Valley,CA,Light,Large fast moving light over Mojave desert moving left to right as we observed it in the east with about 15 seconds duration
2014-10-25,Hollister,CA,Sphere,Translucent greenish perfect sphere highlited by sunrise. Even shined through cloud cover. At one point a red transparent circle surrou
2014-10-25,Moreno Valley,CA,Orb,Orange glowing orb in the sky.
2014-10-24,Cardiff by the Sea,CA,Other,"Lights in sky above ocean, down to surface, skimmed along surface, came within 10yds of beach,returned to original sky spot, hovered &"
2014-10-23,La Habra,CA,Orb,I saw 2 Green Orbs flying over La Habra California.
2014-10-23,San Diego,CA,Sphere,4 metallic spheres spotted hovering near Qualcomm Stadium in San Diego.
2014-10-22,Sacramento,CA,Circle,Strong red and green pulses with softer white pulse and gone from open sky in instant.
2014-10-21,Antioch,CA,Teardrop,Teardrop object in the sky.
2014-10-21,Chico,CA,Other,Three yellow lights in a row parallel to the horizon moving slowly in an up and down motion and a side to side.
2014-10-20,Tarzana,CA,Sphere,"Spherical object hovering in the sky consistently changing colors from blue, green, and red."
2014-10-19,Escondido,CA,Teardrop,"Teardrop, yellow and green."
2014-10-19,Santee,CA,Fireball,I believe the emerald green fireball object was space junk that originally was from a launched in a North/South polar orbit.
2014-10-19,Pomona,CA,Sphere,Three orange spheres in two events at & north of the San Gabriel Moutains.
2014-10-19,fort  bragg,CA,Light,Orange lights looked like they came up from Hare Creek Beach about 1/4 mile away. The lights followed each other in a line up into the
2014-10-18,San Francisco/Daly City,CA,Sphere,Two pictures in a 35 second video of a UFO craft over Ocean Beach in San Francisco.
2014-10-18,Fresno County,CA,Other,"Blue ball falling for about 5 min, 30 ft off inpact turn red and took off to the east"
2014-10-17,San Anselmo,CA,Light,Multiple yellow gold orange lights seen by 3 witnesses
2014-10-17,Baldwin Park,CA,Light,They are here.
2014-10-16,Buena Park,CA,Oval,6 Dimly Lit Ovals Fly over Buena Park Area as a Cluster then become a V Formation
2014-10-16,Placerville,CA,Sphere,Yellow halo around red sphere almost the size of 1/4 MOON
2014-10-15,Daly City,CA,Other,Bright silver star-like object hovering over San Mateo/San Francisco
2014-10-15,Salinas,CA,Light,Extremely fast horizontal trajectory white light
2014-10-15,El Segundo,CA,Unknown,Invisible Silent Aircraft (UFO) over LAX on 15 Oct 2014
2014-10-14,Cathedral City,CA,Light,Long straight light or reflection from sun on metal craft.  Looked about a mile long and was in the sky above 29 Palms military base.
2014-10-13,Palm Desert,CA,Light,"Looking W-NW from Palm Desert looking toward Palm Springs a very large and bright white hovered, moved up and to the north toward Joshu"
2014-10-13,Anderson,CA,Oval,White orb/oval object high in the sky with no smoke or sound moving from East to West.
2014-10-13,San Jose,CA,Formation,Formation of red blinking light coming from stars in the sky....
2014-10-12,Culver City,CA,Light,Blue light.
2014-10-11,Los Angeles,CA,Sphere,Star like ufos + low altitude sighting.
2014-10-10,San Anselmo,CA,Light,18 luminous objects seen in a one minute sighting
2014-10-10,Santa Barbara,CA,Flash,Pulse of green streaking through sky very quicky for short duration.  ((NUFORC Note:  Possible meteor?  PD))
2014-10-10,Fresno,CA,Teardrop,I was driving on the Highway 99 and it fell from the sky like a teardrop orangestraight line and attached a long fatter line of red col
2014-10-09,Huntington Beach,CA,Circle,One ufo hovering over Huntington Beach 20:30 (8:30pm) 11/9/2014 in the eastern sky glowing blue.
2014-10-09,Clovis,CA,Orb,Bright orb over Clovis emitting Second Orb.
2014-10-09,Fremont,CA,Orb,Two reddish orbs that moved silently and quickly through the sky.
2014-10-08,San Francisco,CA,Triangle,I have seen 4 crafts. Two looked like they were going to crash but didn't. One other gave a light show of distraction.
2014-10-08,Susanville,CA,Light,Bright planet like light hovers then takes off.
2014-10-08,Madera,CA,Orb,There were three red orbs in a single line at about a 45 degree angle one further below and one to the right. They were solid bright re
